state,date,sex,age,ethnicity,population ('000)
Johor,1/1/2023,both,overall,overall,4100.9
Johor,1/1/2023,both,overall,bumi_malay,2231.6
Johor,1/1/2023,both,overall,bumi_other,59.2
Johor,1/1/2023,both,overall,chinese,1209.8
Johor,1/1/2023,both,overall,indian,245.1
Johor,1/1/2023,both,overall,other_citizen,19.3
Johor,1/1/2023,both,overall,other_noncitizen,335.9
Johor,1/1/2023,both,0-4,overall,261.2
Johor,1/1/2023,both,0-4,bumi_malay,188.3
Johor,1/1/2023,both,0-4,bumi_other,6.3
Johor,1/1/2023,both,0-4,chinese,49
Johor,1/1/2023,both,0-4,indian,13.5
Johor,1/1/2023,both,0-4,other_citizen,2
Johor,1/1/2023,both,0-4,other_noncitizen,2.2
Johor,1/1/2023,both,9-May,overall,310.1
Johor,1/1/2023,both,9-May,bumi_malay,190.4
Johor,1/1/2023,both,9-May,bumi_other,4.8
Johor,1/1/2023,both,9-May,chinese,92.8
Johor,1/1/2023,both,9-May,indian,19
Johor,1/1/2023,both,9-May,other_citizen,1
Johor,1/1/2023,both,9-May,other_noncitizen,2
Johor,1/1/2023,both,14-Oct,overall,338
Johor,1/1/2023,both,14-Oct,bumi_malay,206.2
Johor,1/1/2023,both,14-Oct,bumi_other,5.7
Johor,1/1/2023,both,14-Oct,chinese,101.3
Johor,1/1/2023,both,14-Oct,indian,22.2
Johor,1/1/2023,both,14-Oct,other_citizen,1.1
Johor,1/1/2023,both,14-Oct,other_noncitizen,1.4
Johor,1/1/2023,both,15-19,overall,338.7
Johor,1/1/2023,both,15-19,bumi_malay,194.4
Johor,1/1/2023,both,15-19,bumi_other,5.3
Johor,1/1/2023,both,15-19,chinese,99
Johor,1/1/2023,both,15-19,indian,21.4
Johor,1/1/2023,both,15-19,other_citizen,2.4
Johor,1/1/2023,both,15-19,other_noncitizen,16.2
Johor,1/1/2023,both,20-24,overall,403.1
Johor,1/1/2023,both,20-24,bumi_malay,201.5
Johor,1/1/2023,both,20-24,bumi_other,5.5
Johor,1/1/2023,both,20-24,chinese,102.7
Johor,1/1/2023,both,20-24,indian,21.4
Johor,1/1/2023,both,20-24,other_citizen,4.1
Johor,1/1/2023,both,20-24,other_noncitizen,67.9
Johor,1/1/2023,both,25-29,overall,381
Johor,1/1/2023,both,25-29,bumi_malay,183.6
Johor,1/1/2023,both,25-29,bumi_other,3.3
Johor,1/1/2023,both,25-29,chinese,100.8
Johor,1/1/2023,both,25-29,indian,20
Johor,1/1/2023,both,25-29,other_citizen,1.3
Johor,1/1/2023,both,25-29,other_noncitizen,72
Johor,1/1/2023,both,30-34,overall,340.4
Johor,1/1/2023,both,30-34,bumi_malay,174.3
Johor,1/1/2023,both,30-34,bumi_other,3.3
Johor,1/1/2023,both,30-34,chinese,94
Johor,1/1/2023,both,30-34,indian,18.8
Johor,1/1/2023,both,30-34,other_citizen,1.1
Johor,1/1/2023,both,30-34,other_noncitizen,48.8
Johor,1/1/2023,both,35-39,overall,323.4
Johor,1/1/2023,both,35-39,bumi_malay,173.6
Johor,1/1/2023,both,35-39,bumi_other,6
Johor,1/1/2023,both,35-39,chinese,90.8
Johor,1/1/2023,both,35-39,indian,18.1
Johor,1/1/2023,both,35-39,other_citizen,0.7
Johor,1/1/2023,both,35-39,other_noncitizen,34.1
Johor,1/1/2023,both,40-44,overall,290.5
Johor,1/1/2023,both,40-44,bumi_malay,153.2
Johor,1/1/2023,both,40-44,bumi_other,5.1
Johor,1/1/2023,both,40-44,chinese,88.2
Johor,1/1/2023,both,40-44,indian,20.4
Johor,1/1/2023,both,40-44,other_citizen,0.8
Johor,1/1/2023,both,40-44,other_noncitizen,22.8
Johor,1/1/2023,both,45-49,overall,240.2
Johor,1/1/2023,both,45-49,bumi_malay,118.1
Johor,1/1/2023,both,45-49,bumi_other,4.2
Johor,1/1/2023,both,45-49,chinese,83.2
Johor,1/1/2023,both,45-49,indian,16.8
Johor,1/1/2023,both,45-49,other_citizen,1.5
Johor,1/1/2023,both,45-49,other_noncitizen,16.4
Johor,1/1/2023,both,50-54,overall,219.7
Johor,1/1/2023,both,50-54,bumi_malay,111.1
Johor,1/1/2023,both,50-54,bumi_other,2.7
Johor,1/1/2023,both,50-54,chinese,79.7
Johor,1/1/2023,both,50-54,indian,14.1
Johor,1/1/2023,both,50-54,other_citizen,0.8
Johor,1/1/2023,both,50-54,other_noncitizen,11.3
Johor,1/1/2023,both,55-59,overall,197.6
Johor,1/1/2023,both,55-59,bumi_malay,101.5
Johor,1/1/2023,both,55-59,bumi_other,2
Johor,1/1/2023,both,55-59,chinese,72.5
Johor,1/1/2023,both,55-59,indian,12.4
Johor,1/1/2023,both,55-59,other_citizen,0.6
Johor,1/1/2023,both,55-59,other_noncitizen,8.6
Johor,1/1/2023,both,60-64,overall,168.8
Johor,1/1/2023,both,60-64,bumi_malay,87.9
Johor,1/1/2023,both,60-64,bumi_other,1.3
Johor,1/1/2023,both,60-64,chinese,63.3
Johor,1/1/2023,both,60-64,indian,10
Johor,1/1/2023,both,60-64,other_citizen,0.6
Johor,1/1/2023,both,60-64,other_noncitizen,5.7
Johor,1/1/2023,both,65-69,overall,125.5
Johor,1/1/2023,both,65-69,bumi_malay,62.9
Johor,1/1/2023,both,65-69,bumi_other,1
Johor,1/1/2023,both,65-69,chinese,44
Johor,1/1/2023,both,65-69,indian,7.5
Johor,1/1/2023,both,65-69,other_citizen,0.7
Johor,1/1/2023,both,65-69,other_noncitizen,9.5
Johor,1/1/2023,both,70-74,overall,72.9
Johor,1/1/2023,both,70-74,bumi_malay,39.1
Johor,1/1/2023,both,70-74,bumi_other,0.9
Johor,1/1/2023,both,70-74,chinese,21.9
Johor,1/1/2023,both,70-74,indian,4.4
Johor,1/1/2023,both,70-74,other_citizen,0.5
Johor,1/1/2023,both,70-74,other_noncitizen,6.1
Johor,1/1/2023,both,75-79,overall,45
Johor,1/1/2023,both,75-79,bumi_malay,23.2
Johor,1/1/2023,both,75-79,bumi_other,0.6
Johor,1/1/2023,both,75-79,chinese,15
Johor,1/1/2023,both,75-79,indian,2.8
Johor,1/1/2023,both,75-79,other_citizen,0.1
Johor,1/1/2023,both,75-79,other_noncitizen,3.4
Johor,1/1/2023,both,80-84,overall,24.3
Johor,1/1/2023,both,80-84,bumi_malay,11.9
Johor,1/1/2023,both,80-84,bumi_other,0.4
Johor,1/1/2023,both,80-84,chinese,7.2
Johor,1/1/2023,both,80-84,indian,1.2
Johor,1/1/2023,both,80-84,other_citizen,0
Johor,1/1/2023,both,80-84,other_noncitizen,3.5
Johor,1/1/2023,both,85+,overall,20.4
Johor,1/1/2023,both,85+,bumi_malay,10.2
Johor,1/1/2023,both,85+,bumi_other,0.6
Johor,1/1/2023,both,85+,chinese,4.4
Johor,1/1/2023,both,85+,indian,1.1
Johor,1/1/2023,both,85+,other_citizen,0
Johor,1/1/2023,both,85+,other_noncitizen,4
Johor,1/1/2023,female,overall,overall,1912.5
Johor,1/1/2023,female,overall,bumi_malay,1099.6
Johor,1/1/2023,female,overall,bumi_other,27.8
Johor,1/1/2023,female,overall,chinese,591.7
Johor,1/1/2023,female,overall,indian,122.3
Johor,1/1/2023,female,overall,other_citizen,7.8
Johor,1/1/2023,female,overall,other_noncitizen,63.1
Johor,1/1/2023,female,0-4,overall,128.8
Johor,1/1/2023,female,0-4,bumi_malay,92
Johor,1/1/2023,female,0-4,bumi_other,3.1
Johor,1/1/2023,female,0-4,chinese,25
Johor,1/1/2023,female,0-4,indian,6.8
Johor,1/1/2023,female,0-4,other_citizen,1
Johor,1/1/2023,female,0-4,other_noncitizen,1
Johor,1/1/2023,female,9-May,overall,154.8
Johor,1/1/2023,female,9-May,bumi_malay,94.8
Johor,1/1/2023,female,9-May,bumi_other,2.3
Johor,1/1/2023,female,9-May,chinese,46.5
Johor,1/1/2023,female,9-May,indian,9.7
Johor,1/1/2023,female,9-May,other_citizen,0.5
Johor,1/1/2023,female,9-May,other_noncitizen,1
Johor,1/1/2023,female,14-Oct,overall,163.2
Johor,1/1/2023,female,14-Oct,bumi_malay,99.7
Johor,1/1/2023,female,14-Oct,bumi_other,2.8
Johor,1/1/2023,female,14-Oct,chinese,48.6
Johor,1/1/2023,female,14-Oct,indian,10.8
Johor,1/1/2023,female,14-Oct,other_citizen,0.6
Johor,1/1/2023,female,14-Oct,other_noncitizen,0.7
Johor,1/1/2023,female,15-19,overall,159.4
Johor,1/1/2023,female,15-19,bumi_malay,94.1
Johor,1/1/2023,female,15-19,bumi_other,2.7
Johor,1/1/2023,female,15-19,chinese,48
Johor,1/1/2023,female,15-19,indian,10.6
Johor,1/1/2023,female,15-19,other_citizen,0.8
Johor,1/1/2023,female,15-19,other_noncitizen,3.1
Johor,1/1/2023,female,20-24,overall,173.7
Johor,1/1/2023,female,20-24,bumi_malay,97.9
Johor,1/1/2023,female,20-24,bumi_other,2.9
Johor,1/1/2023,female,20-24,chinese,49.7
Johor,1/1/2023,female,20-24,indian,10.4
Johor,1/1/2023,female,20-24,other_citizen,1.4
Johor,1/1/2023,female,20-24,other_noncitizen,11.5
Johor,1/1/2023,female,25-29,overall,159.3
Johor,1/1/2023,female,25-29,bumi_malay,88.6
Johor,1/1/2023,female,25-29,bumi_other,2.2
Johor,1/1/2023,female,25-29,chinese,48.4
Johor,1/1/2023,female,25-29,indian,10
Johor,1/1/2023,female,25-29,other_citizen,0.9
Johor,1/1/2023,female,25-29,other_noncitizen,9.2
Johor,1/1/2023,female,30-34,overall,150.6
Johor,1/1/2023,female,30-34,bumi_malay,85.2
Johor,1/1/2023,female,30-34,bumi_other,1.6
Johor,1/1/2023,female,30-34,chinese,46.3
Johor,1/1/2023,female,30-34,indian,9.4
Johor,1/1/2023,female,30-34,other_citizen,0.6
Johor,1/1/2023,female,30-34,other_noncitizen,7.5
Johor,1/1/2023,female,35-39,overall,145.5
Johor,1/1/2023,female,35-39,bumi_malay,85.2
Johor,1/1/2023,female,35-39,bumi_other,2.5
Johor,1/1/2023,female,35-39,chinese,44
Johor,1/1/2023,female,35-39,indian,8.4
Johor,1/1/2023,female,35-39,other_citizen,0.1
Johor,1/1/2023,female,35-39,other_noncitizen,5.2
Johor,1/1/2023,female,40-44,overall,134.8
Johor,1/1/2023,female,40-44,bumi_malay,75.8
Johor,1/1/2023,female,40-44,bumi_other,2.2
Johor,1/1/2023,female,40-44,chinese,42.4
Johor,1/1/2023,female,40-44,indian,9.9
Johor,1/1/2023,female,40-44,other_citizen,0.4
Johor,1/1/2023,female,40-44,other_noncitizen,4.1
Johor,1/1/2023,female,45-49,overall,111.1
Johor,1/1/2023,female,45-49,bumi_malay,58
Johor,1/1/2023,female,45-49,bumi_other,1.2
Johor,1/1/2023,female,45-49,chinese,40.1
Johor,1/1/2023,female,45-49,indian,8.3
Johor,1/1/2023,female,45-49,other_citizen,0.3
Johor,1/1/2023,female,45-49,other_noncitizen,3.3
Johor,1/1/2023,female,50-54,overall,107
Johor,1/1/2023,female,50-54,bumi_malay,56.3
Johor,1/1/2023,female,50-54,bumi_other,1.2
Johor,1/1/2023,female,50-54,chinese,39.4
Johor,1/1/2023,female,50-54,indian,7.4
Johor,1/1/2023,female,50-54,other_citizen,0.3
Johor,1/1/2023,female,50-54,other_noncitizen,2.5
Johor,1/1/2023,female,55-59,overall,95.9
Johor,1/1/2023,female,55-59,bumi_malay,51.5
Johor,1/1/2023,female,55-59,bumi_other,0.8
Johor,1/1/2023,female,55-59,chinese,35.4
Johor,1/1/2023,female,55-59,indian,6.1
Johor,1/1/2023,female,55-59,other_citizen,0.3
Johor,1/1/2023,female,55-59,other_noncitizen,1.8
Johor,1/1/2023,female,60-64,overall,82.1
Johor,1/1/2023,female,60-64,bumi_malay,44.1
Johor,1/1/2023,female,60-64,bumi_other,0.6
Johor,1/1/2023,female,60-64,chinese,30.7
Johor,1/1/2023,female,60-64,indian,5.1
Johor,1/1/2023,female,60-64,other_citizen,0.2
Johor,1/1/2023,female,60-64,other_noncitizen,1.4
Johor,1/1/2023,female,65-69,overall,64.4
Johor,1/1/2023,female,65-69,bumi_malay,32.7
Johor,1/1/2023,female,65-69,bumi_other,0.5
Johor,1/1/2023,female,65-69,chinese,22.6
Johor,1/1/2023,female,65-69,indian,4.2
Johor,1/1/2023,female,65-69,other_citizen,0.2
Johor,1/1/2023,female,65-69,other_noncitizen,4.2
Johor,1/1/2023,female,70-74,overall,37.2
Johor,1/1/2023,female,70-74,bumi_malay,20.1
Johor,1/1/2023,female,70-74,bumi_other,0.4
Johor,1/1/2023,female,70-74,chinese,11.3
Johor,1/1/2023,female,70-74,indian,2.5
Johor,1/1/2023,female,70-74,other_citizen,0.2
Johor,1/1/2023,female,70-74,other_noncitizen,2.6
Johor,1/1/2023,female,75-79,overall,23.4
Johor,1/1/2023,female,75-79,bumi_malay,12.3
Johor,1/1/2023,female,75-79,bumi_other,0.3
Johor,1/1/2023,female,75-79,chinese,7.8
Johor,1/1/2023,female,75-79,indian,1.6
Johor,1/1/2023,female,75-79,other_citizen,0.1
Johor,1/1/2023,female,75-79,other_noncitizen,1.4
Johor,1/1/2023,female,80-84,overall,12.6
Johor,1/1/2023,female,80-84,bumi_malay,6.5
Johor,1/1/2023,female,80-84,bumi_other,0.2
Johor,1/1/2023,female,80-84,chinese,3.8
Johor,1/1/2023,female,80-84,indian,0.7
Johor,1/1/2023,female,80-84,other_citizen,0
Johor,1/1/2023,female,80-84,other_noncitizen,1.4
Johor,1/1/2023,female,85+,overall,8.7
Johor,1/1/2023,female,85+,bumi_malay,4.8
Johor,1/1/2023,female,85+,bumi_other,0.4
Johor,1/1/2023,female,85+,chinese,1.6
Johor,1/1/2023,female,85+,indian,0.5
Johor,1/1/2023,female,85+,other_citizen,0
Johor,1/1/2023,female,85+,other_noncitizen,1.4
Johor,1/1/2023,male,overall,overall,2188.4
Johor,1/1/2023,male,overall,bumi_malay,1131.9
Johor,1/1/2023,male,overall,bumi_other,31.3
Johor,1/1/2023,male,overall,chinese,618.1
Johor,1/1/2023,male,overall,indian,122.8
Johor,1/1/2023,male,overall,other_citizen,11.5
Johor,1/1/2023,male,overall,other_noncitizen,272.8
Johor,1/1/2023,male,0-4,overall,132.4
Johor,1/1/2023,male,0-4,bumi_malay,96.4
Johor,1/1/2023,male,0-4,bumi_other,3.2
Johor,1/1/2023,male,0-4,chinese,24
Johor,1/1/2023,male,0-4,indian,6.7
Johor,1/1/2023,male,0-4,other_citizen,1
Johor,1/1/2023,male,0-4,other_noncitizen,1.2
Johor,1/1/2023,male,9-May,overall,155.3
Johor,1/1/2023,male,9-May,bumi_malay,95.6
Johor,1/1/2023,male,9-May,bumi_other,2.4
Johor,1/1/2023,male,9-May,chinese,46.3
Johor,1/1/2023,male,9-May,indian,9.3
Johor,1/1/2023,male,9-May,other_citizen,0.5
Johor,1/1/2023,male,9-May,other_noncitizen,1.1
Johor,1/1/2023,male,14-Oct,overall,174.8
Johor,1/1/2023,male,14-Oct,bumi_malay,106.6
Johor,1/1/2023,male,14-Oct,bumi_other,2.9
Johor,1/1/2023,male,14-Oct,chinese,52.7
Johor,1/1/2023,male,14-Oct,indian,11.4
Johor,1/1/2023,male,14-Oct,other_citizen,0.5
Johor,1/1/2023,male,14-Oct,other_noncitizen,0.7
Johor,1/1/2023,male,15-19,overall,179.3
Johor,1/1/2023,male,15-19,bumi_malay,100.3
Johor,1/1/2023,male,15-19,bumi_other,2.7
Johor,1/1/2023,male,15-19,chinese,50.9
Johor,1/1/2023,male,15-19,indian,10.8
Johor,1/1/2023,male,15-19,other_citizen,1.5
Johor,1/1/2023,male,15-19,other_noncitizen,13.1
Johor,1/1/2023,male,20-24,overall,229.4
Johor,1/1/2023,male,20-24,bumi_malay,103.6
Johor,1/1/2023,male,20-24,bumi_other,2.6
Johor,1/1/2023,male,20-24,chinese,53
Johor,1/1/2023,male,20-24,indian,11.1
Johor,1/1/2023,male,20-24,other_citizen,2.7
Johor,1/1/2023,male,20-24,other_noncitizen,56.5
Johor,1/1/2023,male,25-29,overall,221.7
Johor,1/1/2023,male,25-29,bumi_malay,95.1
Johor,1/1/2023,male,25-29,bumi_other,1.1
Johor,1/1/2023,male,25-29,chinese,52.4
Johor,1/1/2023,male,25-29,indian,10
Johor,1/1/2023,male,25-29,other_citizen,0.4
Johor,1/1/2023,male,25-29,other_noncitizen,62.7
Johor,1/1/2023,male,30-34,overall,189.8
Johor,1/1/2023,male,30-34,bumi_malay,89.1
Johor,1/1/2023,male,30-34,bumi_other,1.7
Johor,1/1/2023,male,30-34,chinese,47.8
Johor,1/1/2023,male,30-34,indian,9.4
Johor,1/1/2023,male,30-34,other_citizen,0.4
Johor,1/1/2023,male,30-34,other_noncitizen,41.3
Johor,1/1/2023,male,35-39,overall,177.9
Johor,1/1/2023,male,35-39,bumi_malay,88.4
Johor,1/1/2023,male,35-39,bumi_other,3.5
Johor,1/1/2023,male,35-39,chinese,46.8
Johor,1/1/2023,male,35-39,indian,9.7
Johor,1/1/2023,male,35-39,other_citizen,0.6
Johor,1/1/2023,male,35-39,other_noncitizen,28.9
Johor,1/1/2023,male,40-44,overall,155.8
Johor,1/1/2023,male,40-44,bumi_malay,77.4
Johor,1/1/2023,male,40-44,bumi_other,3
Johor,1/1/2023,male,40-44,chinese,45.8
Johor,1/1/2023,male,40-44,indian,10.5
Johor,1/1/2023,male,40-44,other_citizen,0.4
Johor,1/1/2023,male,40-44,other_noncitizen,18.7
Johor,1/1/2023,male,45-49,overall,129.1
Johor,1/1/2023,male,45-49,bumi_malay,60.1
Johor,1/1/2023,male,45-49,bumi_other,3
Johor,1/1/2023,male,45-49,chinese,43
Johor,1/1/2023,male,45-49,indian,8.6
Johor,1/1/2023,male,45-49,other_citizen,1.2
Johor,1/1/2023,male,45-49,other_noncitizen,13.1
Johor,1/1/2023,male,50-54,overall,112.6
Johor,1/1/2023,male,50-54,bumi_malay,54.8
Johor,1/1/2023,male,50-54,bumi_other,1.5
Johor,1/1/2023,male,50-54,chinese,40.3
Johor,1/1/2023,male,50-54,indian,6.7
Johor,1/1/2023,male,50-54,other_citizen,0.5
Johor,1/1/2023,male,50-54,other_noncitizen,8.8
Johor,1/1/2023,male,55-59,overall,101.8
Johor,1/1/2023,male,55-59,bumi_malay,50
Johor,1/1/2023,male,55-59,bumi_other,1.2
Johor,1/1/2023,male,55-59,chinese,37.1
Johor,1/1/2023,male,55-59,indian,6.3
Johor,1/1/2023,male,55-59,other_citizen,0.4
Johor,1/1/2023,male,55-59,other_noncitizen,6.8
Johor,1/1/2023,male,60-64,overall,86.7
Johor,1/1/2023,male,60-64,bumi_malay,43.8
Johor,1/1/2023,male,60-64,bumi_other,0.8
Johor,1/1/2023,male,60-64,chinese,32.6
Johor,1/1/2023,male,60-64,indian,4.9
Johor,1/1/2023,male,60-64,other_citizen,0.4
Johor,1/1/2023,male,60-64,other_noncitizen,4.3
Johor,1/1/2023,male,65-69,overall,61.2
Johor,1/1/2023,male,65-69,bumi_malay,30.2
Johor,1/1/2023,male,65-69,bumi_other,0.6
Johor,1/1/2023,male,65-69,chinese,21.4
Johor,1/1/2023,male,65-69,indian,3.3
Johor,1/1/2023,male,65-69,other_citizen,0.5
Johor,1/1/2023,male,65-69,other_noncitizen,5.3
Johor,1/1/2023,male,70-74,overall,35.7
Johor,1/1/2023,male,70-74,bumi_malay,18.9
Johor,1/1/2023,male,70-74,bumi_other,0.4
Johor,1/1/2023,male,70-74,chinese,10.7
Johor,1/1/2023,male,70-74,indian,1.9
Johor,1/1/2023,male,70-74,other_citizen,0.3
Johor,1/1/2023,male,70-74,other_noncitizen,3.5
Johor,1/1/2023,male,75-79,overall,21.6
Johor,1/1/2023,male,75-79,bumi_malay,10.9
Johor,1/1/2023,male,75-79,bumi_other,0.3
Johor,1/1/2023,male,75-79,chinese,7.2
Johor,1/1/2023,male,75-79,indian,1.2
Johor,1/1/2023,male,75-79,other_citizen,0
Johor,1/1/2023,male,75-79,other_noncitizen,2
Johor,1/1/2023,male,80-84,overall,11.7
Johor,1/1/2023,male,80-84,bumi_malay,5.4
Johor,1/1/2023,male,80-84,bumi_other,0.2
Johor,1/1/2023,male,80-84,chinese,3.3
Johor,1/1/2023,male,80-84,indian,0.6
Johor,1/1/2023,male,80-84,other_citizen,0
Johor,1/1/2023,male,80-84,other_noncitizen,2.2
Johor,1/1/2023,male,85+,overall,11.7
Johor,1/1/2023,male,85+,bumi_malay,5.4
Johor,1/1/2023,male,85+,bumi_other,0.3
Johor,1/1/2023,male,85+,chinese,2.8
Johor,1/1/2023,male,85+,indian,0.6
Johor,1/1/2023,male,85+,other_citizen,0
Johor,1/1/2023,male,85+,other_noncitizen,2.6
Kedah,1/1/2023,both,overall,overall,2187.5
Kedah,1/1/2023,both,overall,bumi_malay,1680.4
Kedah,1/1/2023,both,overall,bumi_other,4.7
Kedah,1/1/2023,both,overall,chinese,248.5
Kedah,1/1/2023,both,overall,indian,128.5
Kedah,1/1/2023,both,overall,other_citizen,25.8
Kedah,1/1/2023,both,overall,other_noncitizen,99.6
Kedah,1/1/2023,both,0-4,overall,170.4
Kedah,1/1/2023,both,0-4,bumi_malay,141
Kedah,1/1/2023,both,0-4,bumi_other,0.4
Kedah,1/1/2023,both,0-4,chinese,10
Kedah,1/1/2023,both,0-4,indian,6.2
Kedah,1/1/2023,both,0-4,other_citizen,1.8
Kedah,1/1/2023,both,0-4,other_noncitizen,11.1
Kedah,1/1/2023,both,9-May,overall,181.5
Kedah,1/1/2023,both,9-May,bumi_malay,145
Kedah,1/1/2023,both,9-May,bumi_other,0.3
Kedah,1/1/2023,both,9-May,chinese,18.4
Kedah,1/1/2023,both,9-May,indian,8.5
Kedah,1/1/2023,both,9-May,other_citizen,2.4
Kedah,1/1/2023,both,9-May,other_noncitizen,6.8
Kedah,1/1/2023,both,14-Oct,overall,181.4
Kedah,1/1/2023,both,14-Oct,bumi_malay,139.6
Kedah,1/1/2023,both,14-Oct,bumi_other,0.3
Kedah,1/1/2023,both,14-Oct,chinese,23
Kedah,1/1/2023,both,14-Oct,indian,11.8
Kedah,1/1/2023,both,14-Oct,other_citizen,2.3
Kedah,1/1/2023,both,14-Oct,other_noncitizen,4.4
Kedah,1/1/2023,both,15-19,overall,174.7
Kedah,1/1/2023,both,15-19,bumi_malay,134.4
Kedah,1/1/2023,both,15-19,bumi_other,0.1
Kedah,1/1/2023,both,15-19,chinese,21.3
Kedah,1/1/2023,both,15-19,indian,11.5
Kedah,1/1/2023,both,15-19,other_citizen,1.8
Kedah,1/1/2023,both,15-19,other_noncitizen,5.5
Kedah,1/1/2023,both,20-24,overall,209.7
Kedah,1/1/2023,both,20-24,bumi_malay,160.9
Kedah,1/1/2023,both,20-24,bumi_other,0.3
Kedah,1/1/2023,both,20-24,chinese,19.2
Kedah,1/1/2023,both,20-24,indian,11.4
Kedah,1/1/2023,both,20-24,other_citizen,2.4
Kedah,1/1/2023,both,20-24,other_noncitizen,15.4
Kedah,1/1/2023,both,25-29,overall,219.1
Kedah,1/1/2023,both,25-29,bumi_malay,164.1
Kedah,1/1/2023,both,25-29,bumi_other,0.2
Kedah,1/1/2023,both,25-29,chinese,21.5
Kedah,1/1/2023,both,25-29,indian,11.9
Kedah,1/1/2023,both,25-29,other_citizen,2.2
Kedah,1/1/2023,both,25-29,other_noncitizen,19.3
Kedah,1/1/2023,both,30-34,overall,173.6
Kedah,1/1/2023,both,30-34,bumi_malay,129.6
Kedah,1/1/2023,both,30-34,bumi_other,0.4
Kedah,1/1/2023,both,30-34,chinese,19.8
Kedah,1/1/2023,both,30-34,indian,10.6
Kedah,1/1/2023,both,30-34,other_citizen,1.8
Kedah,1/1/2023,both,30-34,other_noncitizen,11.3
Kedah,1/1/2023,both,35-39,overall,142.7
Kedah,1/1/2023,both,35-39,bumi_malay,106.9
Kedah,1/1/2023,both,35-39,bumi_other,0.4
Kedah,1/1/2023,both,35-39,chinese,15.7
Kedah,1/1/2023,both,35-39,indian,9.4
Kedah,1/1/2023,both,35-39,other_citizen,2.2
Kedah,1/1/2023,both,35-39,other_noncitizen,8.1
Kedah,1/1/2023,both,40-44,overall,123.2
Kedah,1/1/2023,both,40-44,bumi_malay,94.3
Kedah,1/1/2023,both,40-44,bumi_other,0.3
Kedah,1/1/2023,both,40-44,chinese,13.7
Kedah,1/1/2023,both,40-44,indian,8.3
Kedah,1/1/2023,both,40-44,other_citizen,1.5
Kedah,1/1/2023,both,40-44,other_noncitizen,5
Kedah,1/1/2023,both,45-49,overall,112.7
Kedah,1/1/2023,both,45-49,bumi_malay,86.2
Kedah,1/1/2023,both,45-49,bumi_other,0.1
Kedah,1/1/2023,both,45-49,chinese,15.1
Kedah,1/1/2023,both,45-49,indian,7.3
Kedah,1/1/2023,both,45-49,other_citizen,1.3
Kedah,1/1/2023,both,45-49,other_noncitizen,2.6
Kedah,1/1/2023,both,50-54,overall,109.3
Kedah,1/1/2023,both,50-54,bumi_malay,84.3
Kedah,1/1/2023,both,50-54,bumi_other,0.3
Kedah,1/1/2023,both,50-54,chinese,15.1
Kedah,1/1/2023,both,50-54,indian,6.5
Kedah,1/1/2023,both,50-54,other_citizen,1.3
Kedah,1/1/2023,both,50-54,other_noncitizen,1.7
Kedah,1/1/2023,both,55-59,overall,103.7
Kedah,1/1/2023,both,55-59,bumi_malay,78.9
Kedah,1/1/2023,both,55-59,bumi_other,0.4
Kedah,1/1/2023,both,55-59,chinese,15.5
Kedah,1/1/2023,both,55-59,indian,6.7
Kedah,1/1/2023,both,55-59,other_citizen,1.3
Kedah,1/1/2023,both,55-59,other_noncitizen,1
Kedah,1/1/2023,both,60-64,overall,93.1
Kedah,1/1/2023,both,60-64,bumi_malay,69.6
Kedah,1/1/2023,both,60-64,bumi_other,0.3
Kedah,1/1/2023,both,60-64,chinese,15.4
Kedah,1/1/2023,both,60-64,indian,6.2
Kedah,1/1/2023,both,60-64,other_citizen,1
Kedah,1/1/2023,both,60-64,other_noncitizen,0.6
Kedah,1/1/2023,both,65-69,overall,75.8
Kedah,1/1/2023,both,65-69,bumi_malay,56.2
Kedah,1/1/2023,both,65-69,bumi_other,0.2
Kedah,1/1/2023,both,65-69,chinese,11.2
Kedah,1/1/2023,both,65-69,indian,5
Kedah,1/1/2023,both,65-69,other_citizen,0.9
Kedah,1/1/2023,both,65-69,other_noncitizen,2.3
Kedah,1/1/2023,both,70-74,overall,52.7
Kedah,1/1/2023,both,70-74,bumi_malay,41
Kedah,1/1/2023,both,70-74,bumi_other,0.2
Kedah,1/1/2023,both,70-74,chinese,5.9
Kedah,1/1/2023,both,70-74,indian,3.4
Kedah,1/1/2023,both,70-74,other_citizen,0.7
Kedah,1/1/2023,both,70-74,other_noncitizen,1.5
Kedah,1/1/2023,both,75-79,overall,32.4
Kedah,1/1/2023,both,75-79,bumi_malay,24.8
Kedah,1/1/2023,both,75-79,bumi_other,0.1
Kedah,1/1/2023,both,75-79,chinese,4.2
Kedah,1/1/2023,both,75-79,indian,1.9
Kedah,1/1/2023,both,75-79,other_citizen,0.4
Kedah,1/1/2023,both,75-79,other_noncitizen,0.9
Kedah,1/1/2023,both,80-84,overall,17.9
Kedah,1/1/2023,both,80-84,bumi_malay,14
Kedah,1/1/2023,both,80-84,bumi_other,0.1
Kedah,1/1/2023,both,80-84,chinese,2.1
Kedah,1/1/2023,both,80-84,indian,0.8
Kedah,1/1/2023,both,80-84,other_citizen,0.2
Kedah,1/1/2023,both,80-84,other_noncitizen,0.7
Kedah,1/1/2023,both,85+,overall,13.5
Kedah,1/1/2023,both,85+,bumi_malay,9.6
Kedah,1/1/2023,both,85+,bumi_other,0.2
Kedah,1/1/2023,both,85+,chinese,1.4
Kedah,1/1/2023,both,85+,indian,1
