state,date,sex,age,ethnicity,population ('000)
Melaka,1/1/2023,both,20-24,chinese,15
Melaka,1/1/2023,both,20-24,indian,5.1
Melaka,1/1/2023,both,20-24,other_citizen,0.5
Melaka,1/1/2023,both,20-24,other_noncitizen,7
Melaka,1/1/2023,both,25-29,overall,89.4
Melaka,1/1/2023,both,25-29,bumi_malay,58.2
Melaka,1/1/2023,both,25-29,bumi_other,1.2
Melaka,1/1/2023,both,25-29,chinese,13.1
Melaka,1/1/2023,both,25-29,indian,4.4
Melaka,1/1/2023,both,25-29,other_citizen,0.5
Melaka,1/1/2023,both,25-29,other_noncitizen,11.9
Melaka,1/1/2023,both,30-34,overall,111.4
Melaka,1/1/2023,both,30-34,bumi_malay,51.4
Melaka,1/1/2023,both,30-34,bumi_other,1.1
Melaka,1/1/2023,both,30-34,chinese,16
Melaka,1/1/2023,both,30-34,indian,4.2
Melaka,1/1/2023,both,30-34,other_citizen,0.6
Melaka,1/1/2023,both,30-34,other_noncitizen,38.1
Melaka,1/1/2023,both,35-39,overall,76.1
Melaka,1/1/2023,both,35-39,bumi_malay,48.7
Melaka,1/1/2023,both,35-39,bumi_other,1
Melaka,1/1/2023,both,35-39,chinese,13.2
Melaka,1/1/2023,both,35-39,indian,3.6
Melaka,1/1/2023,both,35-39,other_citizen,0.5
Melaka,1/1/2023,both,35-39,other_noncitizen,9.1
Melaka,1/1/2023,both,40-44,overall,81.7
Melaka,1/1/2023,both,40-44,bumi_malay,52.4
Melaka,1/1/2023,both,40-44,bumi_other,0.8
Melaka,1/1/2023,both,40-44,chinese,17.4
Melaka,1/1/2023,both,40-44,indian,4.7
Melaka,1/1/2023,both,40-44,other_citizen,0.4
Melaka,1/1/2023,both,40-44,other_noncitizen,6.1
Melaka,1/1/2023,both,45-49,overall,61.3
Melaka,1/1/2023,both,45-49,bumi_malay,38.9
Melaka,1/1/2023,both,45-49,bumi_other,0.4
Melaka,1/1/2023,both,45-49,chinese,14.9
Melaka,1/1/2023,both,45-49,indian,4
Melaka,1/1/2023,both,45-49,other_citizen,0.3
Melaka,1/1/2023,both,45-49,other_noncitizen,2.9
Melaka,1/1/2023,both,50-54,overall,41
Melaka,1/1/2023,both,50-54,bumi_malay,25.6
Melaka,1/1/2023,both,50-54,bumi_other,0.3
Melaka,1/1/2023,both,50-54,chinese,11.2
Melaka,1/1/2023,both,50-54,indian,2.4
Melaka,1/1/2023,both,50-54,other_citizen,0.3
Melaka,1/1/2023,both,50-54,other_noncitizen,1.2
Melaka,1/1/2023,both,55-59,overall,39.3
Melaka,1/1/2023,both,55-59,bumi_malay,24.2
Melaka,1/1/2023,both,55-59,bumi_other,0.2
Melaka,1/1/2023,both,55-59,chinese,11.5
Melaka,1/1/2023,both,55-59,indian,2.4
Melaka,1/1/2023,both,55-59,other_citizen,0.2
Melaka,1/1/2023,both,55-59,other_noncitizen,0.9
Melaka,1/1/2023,both,60-64,overall,38.1
Melaka,1/1/2023,both,60-64,bumi_malay,22.7
Melaka,1/1/2023,both,60-64,bumi_other,0.2
Melaka,1/1/2023,both,60-64,chinese,12.3
Melaka,1/1/2023,both,60-64,indian,2.2
Melaka,1/1/2023,both,60-64,other_citizen,0.2
Melaka,1/1/2023,both,60-64,other_noncitizen,0.5
Melaka,1/1/2023,both,65-69,overall,28.4
Melaka,1/1/2023,both,65-69,bumi_malay,16.7
Melaka,1/1/2023,both,65-69,bumi_other,0.1
Melaka,1/1/2023,both,65-69,chinese,9.5
Melaka,1/1/2023,both,65-69,indian,1.7
Melaka,1/1/2023,both,65-69,other_citizen,0.2
Melaka,1/1/2023,both,65-69,other_noncitizen,0.3
Melaka,1/1/2023,both,70-74,overall,21
Melaka,1/1/2023,both,70-74,bumi_malay,11.4
Melaka,1/1/2023,both,70-74,bumi_other,0.1
Melaka,1/1/2023,both,70-74,chinese,8
Melaka,1/1/2023,both,70-74,indian,1.3
Melaka,1/1/2023,both,70-74,other_citizen,0.1
Melaka,1/1/2023,both,70-74,other_noncitizen,0.2
Melaka,1/1/2023,both,75-79,overall,11
Melaka,1/1/2023,both,75-79,bumi_malay,5.6
Melaka,1/1/2023,both,75-79,bumi_other,0.1
Melaka,1/1/2023,both,75-79,chinese,4.5
Melaka,1/1/2023,both,75-79,indian,0.6
Melaka,1/1/2023,both,75-79,other_citizen,0.1
Melaka,1/1/2023,both,75-79,other_noncitizen,0.1
Melaka,1/1/2023,both,80-84,overall,5.5
Melaka,1/1/2023,both,80-84,bumi_malay,2.5
Melaka,1/1/2023,both,80-84,bumi_other,0
Melaka,1/1/2023,both,80-84,chinese,2.6
Melaka,1/1/2023,both,80-84,indian,0.2
Melaka,1/1/2023,both,80-84,other_citizen,0
Melaka,1/1/2023,both,80-84,other_noncitizen,0.1
Melaka,1/1/2023,both,85+,overall,2.9
Melaka,1/1/2023,both,85+,bumi_malay,1.4
Melaka,1/1/2023,both,85+,bumi_other,0
Melaka,1/1/2023,both,85+,chinese,1.3
Melaka,1/1/2023,both,85+,indian,0.2
Melaka,1/1/2023,both,85+,other_citizen,0
Melaka,1/1/2023,both,85+,other_noncitizen,0.1
Melaka,1/1/2023,female,overall,overall,486
Melaka,1/1/2023,female,overall,bumi_malay,334.1
Melaka,1/1/2023,female,overall,bumi_other,4.6
Melaka,1/1/2023,female,overall,chinese,100.5
Melaka,1/1/2023,female,overall,indian,26.4
Melaka,1/1/2023,female,overall,other_citizen,2.4
Melaka,1/1/2023,female,overall,other_noncitizen,18
Melaka,1/1/2023,female,0-4,overall,33.7
Melaka,1/1/2023,female,0-4,bumi_malay,26.9
Melaka,1/1/2023,female,0-4,bumi_other,0.4
Melaka,1/1/2023,female,0-4,chinese,4.7
Melaka,1/1/2023,female,0-4,indian,1.4
Melaka,1/1/2023,female,0-4,other_citizen,0.2
Melaka,1/1/2023,female,0-4,other_noncitizen,0.1
Melaka,1/1/2023,female,9-May,overall,40.8
Melaka,1/1/2023,female,9-May,bumi_malay,31.2
Melaka,1/1/2023,female,9-May,bumi_other,0.6
Melaka,1/1/2023,female,9-May,chinese,7
Melaka,1/1/2023,female,9-May,indian,1.7
Melaka,1/1/2023,female,9-May,other_citizen,0.1
Melaka,1/1/2023,female,9-May,other_noncitizen,0.2
Melaka,1/1/2023,female,14-Oct,overall,38.3
Melaka,1/1/2023,female,14-Oct,bumi_malay,29.1
Melaka,1/1/2023,female,14-Oct,bumi_other,0.4
Melaka,1/1/2023,female,14-Oct,chinese,6.5
Melaka,1/1/2023,female,14-Oct,indian,2
Melaka,1/1/2023,female,14-Oct,other_citizen,0.1
Melaka,1/1/2023,female,14-Oct,other_noncitizen,0.1
Melaka,1/1/2023,female,15-19,overall,39.6
Melaka,1/1/2023,female,15-19,bumi_malay,29.3
Melaka,1/1/2023,female,15-19,bumi_other,0.3
Melaka,1/1/2023,female,15-19,chinese,7.2
Melaka,1/1/2023,female,15-19,indian,2.4
Melaka,1/1/2023,female,15-19,other_citizen,0.1
Melaka,1/1/2023,female,15-19,other_noncitizen,0.3
Melaka,1/1/2023,female,20-24,overall,47.1
Melaka,1/1/2023,female,20-24,bumi_malay,34.8
Melaka,1/1/2023,female,20-24,bumi_other,0.3
Melaka,1/1/2023,female,20-24,chinese,7
Melaka,1/1/2023,female,20-24,indian,2.3
Melaka,1/1/2023,female,20-24,other_citizen,0.2
Melaka,1/1/2023,female,20-24,other_noncitizen,2.4
Melaka,1/1/2023,female,25-29,overall,41.1
Melaka,1/1/2023,female,25-29,bumi_malay,30
Melaka,1/1/2023,female,25-29,bumi_other,0.5
Melaka,1/1/2023,female,25-29,chinese,5.9
Melaka,1/1/2023,female,25-29,indian,2
Melaka,1/1/2023,female,25-29,other_citizen,0.2
Melaka,1/1/2023,female,25-29,other_noncitizen,2.6
Melaka,1/1/2023,female,30-34,overall,43.9
Melaka,1/1/2023,female,30-34,bumi_malay,25.4
Melaka,1/1/2023,female,30-34,bumi_other,0.5
Melaka,1/1/2023,female,30-34,chinese,8.1
Melaka,1/1/2023,female,30-34,indian,2.2
Melaka,1/1/2023,female,30-34,other_citizen,0.2
Melaka,1/1/2023,female,30-34,other_noncitizen,7.4
Melaka,1/1/2023,female,35-39,overall,35
Melaka,1/1/2023,female,35-39,bumi_malay,24
Melaka,1/1/2023,female,35-39,bumi_other,0.5
Melaka,1/1/2023,female,35-39,chinese,6.6
Melaka,1/1/2023,female,35-39,indian,1.8
Melaka,1/1/2023,female,35-39,other_citizen,0.2
Melaka,1/1/2023,female,35-39,other_noncitizen,1.8
Melaka,1/1/2023,female,40-44,overall,33
Melaka,1/1/2023,female,40-44,bumi_malay,21.6
Melaka,1/1/2023,female,40-44,bumi_other,0.3
Melaka,1/1/2023,female,40-44,chinese,7.5
Melaka,1/1/2023,female,40-44,indian,1.9
Melaka,1/1/2023,female,40-44,other_citizen,0.2
Melaka,1/1/2023,female,40-44,other_noncitizen,1.4
Melaka,1/1/2023,female,45-49,overall,36.1
Melaka,1/1/2023,female,45-49,bumi_malay,23.8
Melaka,1/1/2023,female,45-49,bumi_other,0.2
Melaka,1/1/2023,female,45-49,chinese,8.7
Melaka,1/1/2023,female,45-49,indian,2.5
Melaka,1/1/2023,female,45-49,other_citizen,0.2
Melaka,1/1/2023,female,45-49,other_noncitizen,0.8
Melaka,1/1/2023,female,50-54,overall,20.7
Melaka,1/1/2023,female,50-54,bumi_malay,13.2
Melaka,1/1/2023,female,50-54,bumi_other,0.2
Melaka,1/1/2023,female,50-54,chinese,5.6
Melaka,1/1/2023,female,50-54,indian,1.3
Melaka,1/1/2023,female,50-54,other_citizen,0.2
Melaka,1/1/2023,female,50-54,other_noncitizen,0.3
Melaka,1/1/2023,female,55-59,overall,20.5
Melaka,1/1/2023,female,55-59,bumi_malay,12.7
Melaka,1/1/2023,female,55-59,bumi_other,0.1
Melaka,1/1/2023,female,55-59,chinese,5.9
Melaka,1/1/2023,female,55-59,indian,1.3
Melaka,1/1/2023,female,55-59,other_citizen,0.1
Melaka,1/1/2023,female,55-59,other_noncitizen,0.3
Melaka,1/1/2023,female,60-64,overall,19.4
Melaka,1/1/2023,female,60-64,bumi_malay,11.7
Melaka,1/1/2023,female,60-64,bumi_other,0.1
Melaka,1/1/2023,female,60-64,chinese,6.2
Melaka,1/1/2023,female,60-64,indian,1.2
Melaka,1/1/2023,female,60-64,other_citizen,0.1
Melaka,1/1/2023,female,60-64,other_noncitizen,0.2
Melaka,1/1/2023,female,65-69,overall,14.9
Melaka,1/1/2023,female,65-69,bumi_malay,8.8
Melaka,1/1/2023,female,65-69,bumi_other,0.1
Melaka,1/1/2023,female,65-69,chinese,4.9
Melaka,1/1/2023,female,65-69,indian,0.9
Melaka,1/1/2023,female,65-69,other_citizen,0.1
Melaka,1/1/2023,female,65-69,other_noncitizen,0.1
Melaka,1/1/2023,female,70-74,overall,11.2
Melaka,1/1/2023,female,70-74,bumi_malay,6.2
Melaka,1/1/2023,female,70-74,bumi_other,0
Melaka,1/1/2023,female,70-74,chinese,4.1
Melaka,1/1/2023,female,70-74,indian,0.8
Melaka,1/1/2023,female,70-74,other_citizen,0.1
Melaka,1/1/2023,female,70-74,other_noncitizen,0.1
Melaka,1/1/2023,female,75-79,overall,6
Melaka,1/1/2023,female,75-79,bumi_malay,3.1
Melaka,1/1/2023,female,75-79,bumi_other,0
Melaka,1/1/2023,female,75-79,chinese,2.4
Melaka,1/1/2023,female,75-79,indian,0.3
Melaka,1/1/2023,female,75-79,other_citizen,0.1
Melaka,1/1/2023,female,75-79,other_noncitizen,0
Melaka,1/1/2023,female,80-84,overall,3.1
Melaka,1/1/2023,female,80-84,bumi_malay,1.4
Melaka,1/1/2023,female,80-84,bumi_other,0
Melaka,1/1/2023,female,80-84,chinese,1.4
Melaka,1/1/2023,female,80-84,indian,0.1
Melaka,1/1/2023,female,80-84,other_citizen,0
Melaka,1/1/2023,female,80-84,other_noncitizen,0
Melaka,1/1/2023,female,85+,overall,1.6
Melaka,1/1/2023,female,85+,bumi_malay,0.8
Melaka,1/1/2023,female,85+,bumi_other,0
Melaka,1/1/2023,female,85+,chinese,0.7
Melaka,1/1/2023,female,85+,indian,0.1
Melaka,1/1/2023,female,85+,other_citizen,0
Melaka,1/1/2023,female,85+,other_noncitizen,0
Melaka,1/1/2023,male,overall,overall,541.5
Melaka,1/1/2023,male,overall,bumi_malay,342.5
Melaka,1/1/2023,male,overall,bumi_other,5.1
Melaka,1/1/2023,male,overall,chinese,103.2
Melaka,1/1/2023,male,overall,indian,26
Melaka,1/1/2023,male,overall,other_citizen,2.8
Melaka,1/1/2023,male,overall,other_noncitizen,61.8
Melaka,1/1/2023,male,0-4,overall,35.7
Melaka,1/1/2023,male,0-4,bumi_malay,28.7
Melaka,1/1/2023,male,0-4,bumi_other,0.5
Melaka,1/1/2023,male,0-4,chinese,4.9
Melaka,1/1/2023,male,0-4,indian,1.4
Melaka,1/1/2023,male,0-4,other_citizen,0.2
Melaka,1/1/2023,male,0-4,other_noncitizen,0.1
Melaka,1/1/2023,male,9-May,overall,44
Melaka,1/1/2023,male,9-May,bumi_malay,33.8
Melaka,1/1/2023,male,9-May,bumi_other,0.6
Melaka,1/1/2023,male,9-May,chinese,7.4
Melaka,1/1/2023,male,9-May,indian,1.8
Melaka,1/1/2023,male,9-May,other_citizen,0.2
Melaka,1/1/2023,male,9-May,other_noncitizen,0.2
Melaka,1/1/2023,male,14-Oct,overall,41.8
Melaka,1/1/2023,male,14-Oct,bumi_malay,31.7
Melaka,1/1/2023,male,14-Oct,bumi_other,0.5
Melaka,1/1/2023,male,14-Oct,chinese,7.4
Melaka,1/1/2023,male,14-Oct,indian,2
Melaka,1/1/2023,male,14-Oct,other_citizen,0.1
Melaka,1/1/2023,male,14-Oct,other_noncitizen,0.1
Melaka,1/1/2023,male,15-19,overall,43.6
Melaka,1/1/2023,male,15-19,bumi_malay,31.9
Melaka,1/1/2023,male,15-19,bumi_other,0.3
Melaka,1/1/2023,male,15-19,chinese,8.2
Melaka,1/1/2023,male,15-19,indian,2.6
Melaka,1/1/2023,male,15-19,other_citizen,0.1
Melaka,1/1/2023,male,15-19,other_noncitizen,0.4
Melaka,1/1/2023,male,20-24,overall,55.7
Melaka,1/1/2023,male,20-24,bumi_malay,39.7
Melaka,1/1/2023,male,20-24,bumi_other,0.4
Melaka,1/1/2023,male,20-24,chinese,8
Melaka,1/1/2023,male,20-24,indian,2.7
Melaka,1/1/2023,male,20-24,other_citizen,0.2
Melaka,1/1/2023,male,20-24,other_noncitizen,4.6
Melaka,1/1/2023,male,25-29,overall,48.2
Melaka,1/1/2023,male,25-29,bumi_malay,28.2
Melaka,1/1/2023,male,25-29,bumi_other,0.7
Melaka,1/1/2023,male,25-29,chinese,7.3
Melaka,1/1/2023,male,25-29,indian,2.4
Melaka,1/1/2023,male,25-29,other_citizen,0.3
Melaka,1/1/2023,male,25-29,other_noncitizen,9.3
Melaka,1/1/2023,male,30-34,overall,67.5
Melaka,1/1/2023,male,30-34,bumi_malay,26
Melaka,1/1/2023,male,30-34,bumi_other,0.6
Melaka,1/1/2023,male,30-34,chinese,7.9
Melaka,1/1/2023,male,30-34,indian,2
Melaka,1/1/2023,male,30-34,other_citizen,0.4
Melaka,1/1/2023,male,30-34,other_noncitizen,30.7
Melaka,1/1/2023,male,35-39,overall,41.1
Melaka,1/1/2023,male,35-39,bumi_malay,24.7
Melaka,1/1/2023,male,35-39,bumi_other,0.5
Melaka,1/1/2023,male,35-39,chinese,6.6
Melaka,1/1/2023,male,35-39,indian,1.8
Melaka,1/1/2023,male,35-39,other_citizen,0.3
Melaka,1/1/2023,male,35-39,other_noncitizen,7.3
Melaka,1/1/2023,male,40-44,overall,48.7
Melaka,1/1/2023,male,40-44,bumi_malay,30.7
Melaka,1/1/2023,male,40-44,bumi_other,0.5
Melaka,1/1/2023,male,40-44,chinese,9.9
Melaka,1/1/2023,male,40-44,indian,2.8
Melaka,1/1/2023,male,40-44,other_citizen,0.2
Melaka,1/1/2023,male,40-44,other_noncitizen,4.7
Melaka,1/1/2023,male,45-49,overall,25.2
Melaka,1/1/2023,male,45-49,bumi_malay,15.1
Melaka,1/1/2023,male,45-49,bumi_other,0.2
Melaka,1/1/2023,male,45-49,chinese,6.2
Melaka,1/1/2023,male,45-49,indian,1.5
Melaka,1/1/2023,male,45-49,other_citizen,0.1
Melaka,1/1/2023,male,45-49,other_noncitizen,2.1
Melaka,1/1/2023,male,50-54,overall,20.2
Melaka,1/1/2023,male,50-54,bumi_malay,12.4
Melaka,1/1/2023,male,50-54,bumi_other,0.1
Melaka,1/1/2023,male,50-54,chinese,5.5
Melaka,1/1/2023,male,50-54,indian,1.2
Melaka,1/1/2023,male,50-54,other_citizen,0.1
Melaka,1/1/2023,male,50-54,other_noncitizen,0.8
Melaka,1/1/2023,male,55-59,overall,18.8
Melaka,1/1/2023,male,55-59,bumi_malay,11.4
Melaka,1/1/2023,male,55-59,bumi_other,0.1
Melaka,1/1/2023,male,55-59,chinese,5.5
Melaka,1/1/2023,male,55-59,indian,1
Melaka,1/1/2023,male,55-59,other_citizen,0.1
Melaka,1/1/2023,male,55-59,other_noncitizen,0.6
Melaka,1/1/2023,male,60-64,overall,18.7
Melaka,1/1/2023,male,60-64,bumi_malay,11
Melaka,1/1/2023,male,60-64,bumi_other,0.1
Melaka,1/1/2023,male,60-64,chinese,6.1
Melaka,1/1/2023,male,60-64,indian,1
Melaka,1/1/2023,male,60-64,other_citizen,0.1
Melaka,1/1/2023,male,60-64,other_noncitizen,0.4
Melaka,1/1/2023,male,65-69,overall,13.5
Melaka,1/1/2023,male,65-69,bumi_malay,7.9
Melaka,1/1/2023,male,65-69,bumi_other,0
Melaka,1/1/2023,male,65-69,chinese,4.6
Melaka,1/1/2023,male,65-69,indian,0.7
Melaka,1/1/2023,male,65-69,other_citizen,0.1
Melaka,1/1/2023,male,65-69,other_noncitizen,0.2
Melaka,1/1/2023,male,70-74,overall,9.8
Melaka,1/1/2023,male,70-74,bumi_malay,5.2
Melaka,1/1/2023,male,70-74,bumi_other,0
Melaka,1/1/2023,male,70-74,chinese,3.9
Melaka,1/1/2023,male,70-74,indian,0.5
Melaka,1/1/2023,male,70-74,other_citizen,0.1
Melaka,1/1/2023,male,70-74,other_noncitizen,0.1
Melaka,1/1/2023,male,75-79,overall,5
Melaka,1/1/2023,male,75-79,bumi_malay,2.5
Melaka,1/1/2023,male,75-79,bumi_other,0
Melaka,1/1/2023,male,75-79,chinese,2.2
Melaka,1/1/2023,male,75-79,indian,0.3
Melaka,1/1/2023,male,75-79,other_citizen,0
Melaka,1/1/2023,male,75-79,other_noncitizen,0.1
Melaka,1/1/2023,male,80-84,overall,2.4
Melaka,1/1/2023,male,80-84,bumi_malay,1.1
Melaka,1/1/2023,male,80-84,bumi_other,0
Melaka,1/1/2023,male,80-84,chinese,1.2
Melaka,1/1/2023,male,80-84,indian,0.1
Melaka,1/1/2023,male,80-84,other_citizen,0
Melaka,1/1/2023,male,80-84,other_noncitizen,0
Melaka,1/1/2023,male,85+,overall,1.3
Melaka,1/1/2023,male,85+,bumi_malay,0.6
Melaka,1/1/2023,male,85+,bumi_other,0
Melaka,1/1/2023,male,85+,chinese,0.6
Melaka,1/1/2023,male,85+,indian,0.1
Melaka,1/1/2023,male,85+,other_citizen,0
Melaka,1/1/2023,male,85+,other_noncitizen,0
Negeri Sembilan,1/1/2023,both,overall,overall,1224.3
Negeri Sembilan,1/1/2023,both,overall,bumi_malay,719.6
Negeri Sembilan,1/1/2023,both,overall,bumi_other,22.5
Negeri Sembilan,1/1/2023,both,overall,chinese,246.6
Negeri Sembilan,1/1/2023,both,overall,indian,162.8
Negeri Sembilan,1/1/2023,both,overall,other_citizen,5.9
Negeri Sembilan,1/1/2023,both,overall,other_noncitizen,66.8
Negeri Sembilan,1/1/2023,both,0-4,overall,78.1
Negeri Sembilan,1/1/2023,both,0-4,bumi_malay,57.6
Negeri Sembilan,1/1/2023,both,0-4,bumi_other,2.2
Negeri Sembilan,1/1/2023,both,0-4,chinese,8.7
Negeri Sembilan,1/1/2023,both,0-4,indian,8.3
Negeri Sembilan,1/1/2023,both,0-4,other_citizen,0.4
Negeri Sembilan,1/1/2023,both,0-4,other_noncitizen,0.9
Negeri Sembilan,1/1/2023,both,9-May,overall,111.3
Negeri Sembilan,1/1/2023,both,9-May,bumi_malay,70.6
Negeri Sembilan,1/1/2023,both,9-May,bumi_other,2.5
Negeri Sembilan,1/1/2023,both,9-May,chinese,22.4
Negeri Sembilan,1/1/2023,both,9-May,indian,14.1
Negeri Sembilan,1/1/2023,both,9-May,other_citizen,0.5
Negeri Sembilan,1/1/2023,both,9-May,other_noncitizen,1.4
Negeri Sembilan,1/1/2023,both,14-Oct,overall,106.6
Negeri Sembilan,1/1/2023,both,14-Oct,bumi_malay,66
Negeri Sembilan,1/1/2023,both,14-Oct,bumi_other,2.3
Negeri Sembilan,1/1/2023,both,14-Oct,chinese,22.3
Negeri Sembilan,1/1/2023,both,14-Oct,indian,15.1
Negeri Sembilan,1/1/2023,both,14-Oct,other_citizen,0.4
Negeri Sembilan,1/1/2023,both,14-Oct,other_noncitizen,0.6
Negeri Sembilan,1/1/2023,both,15-19,overall,97
Negeri Sembilan,1/1/2023,both,15-19,bumi_malay,59.5
Negeri Sembilan,1/1/2023,both,15-19,bumi_other,2.1
Negeri Sembilan,1/1/2023,both,15-19,chinese,20.7
Negeri Sembilan,1/1/2023,both,15-19,indian,13.6
Negeri Sembilan,1/1/2023,both,15-19,other_citizen,0.3
Negeri Sembilan,1/1/2023,both,15-19,other_noncitizen,0.7
Negeri Sembilan,1/1/2023,both,20-24,overall,108.3
Negeri Sembilan,1/1/2023,both,20-24,bumi_malay,65.4
Negeri Sembilan,1/1/2023,both,20-24,bumi_other,2.2
Negeri Sembilan,1/1/2023,both,20-24,chinese,16.8
Negeri Sembilan,1/1/2023,both,20-24,indian,12.9
Negeri Sembilan,1/1/2023,both,20-24,other_citizen,0.4
Negeri Sembilan,1/1/2023,both,20-24,other_noncitizen,10.6
Negeri Sembilan,1/1/2023,both,25-29,overall,96
Negeri Sembilan,1/1/2023,both,25-29,bumi_malay,54.7
Negeri Sembilan,1/1/2023,both,25-29,bumi_other,2.2
Negeri Sembilan,1/1/2023,both,25-29,chinese,14.1
Negeri Sembilan,1/1/2023,both,25-29,indian,11
Negeri Sembilan,1/1/2023,both,25-29,other_citizen,0.6
Negeri Sembilan,1/1/2023,both,25-29,other_noncitizen,13.5
Negeri Sembilan,1/1/2023,both,30-34,overall,109.1
Negeri Sembilan,1/1/2023,both,30-34,bumi_malay,60.3
Negeri Sembilan,1/1/2023,both,30-34,bumi_other,1.8
Negeri Sembilan,1/1/2023,both,30-34,chinese,16.8
Negeri Sembilan,1/1/2023,both,30-34,indian,14.2
Negeri Sembilan,1/1/2023,both,30-34,other_citizen,0.8
Negeri Sembilan,1/1/2023,both,30-34,other_noncitizen,15.2
Negeri Sembilan,1/1/2023,both,35-39,overall,108
Negeri Sembilan,1/1/2023,both,35-39,bumi_malay,61
Negeri Sembilan,1/1/2023,both,35-39,bumi_other,1.7
Negeri Sembilan,1/1/2023,both,35-39,chinese,18.8
Negeri Sembilan,1/1/2023,both,35-39,indian,14.5
Negeri Sembilan,1/1/2023,both,35-39,other_citizen,0.8
Negeri Sembilan,1/1/2023,both,35-39,other_noncitizen,11.2
Negeri Sembilan,1/1/2023,both,40-44,overall,86.8
Negeri Sembilan,1/1/2023,both,40-44,bumi_malay,49.1
Negeri Sembilan,1/1/2023,both,40-44,bumi_other,1.5
Negeri Sembilan,1/1/2023,both,40-44,chinese,17.9
Negeri Sembilan,1/1/2023,both,40-44,indian,12.6
Negeri Sembilan,1/1/2023,both,40-44,other_citizen,0.5
Negeri Sembilan,1/1/2023,both,40-44,other_noncitizen,5.2
Negeri Sembilan,1/1/2023,both,45-49,overall,66.4
Negeri Sembilan,1/1/2023,both,45-49,bumi_malay,37.1
Negeri Sembilan,1/1/2023,both,45-49,bumi_other,1
Negeri Sembilan,1/1/2023,both,45-49,chinese,15.1
Negeri Sembilan,1/1/2023,both,45-49,indian,10
Negeri Sembilan,1/1/2023,both,45-49,other_citizen,0.3
Negeri Sembilan,1/1/2023,both,45-49,other_noncitizen,2.8
Negeri Sembilan,1/1/2023,both,50-54,overall,55.9
Negeri Sembilan,1/1/2023,both,50-54,bumi_malay,30.9
Negeri Sembilan,1/1/2023,both,50-54,bumi_other,0.9
Negeri Sembilan,1/1/2023,both,50-54,chinese,14.3
Negeri Sembilan,1/1/2023,both,50-54,indian,8.3
Negeri Sembilan,1/1/2023,both,50-54,other_citizen,0.2
Negeri Sembilan,1/1/2023,both,50-54,other_noncitizen,1.2
Negeri Sembilan,1/1/2023,both,55-59,overall,54.2
Negeri Sembilan,1/1/2023,both,55-59,bumi_malay,30.4
Negeri Sembilan,1/1/2023,both,55-59,bumi_other,0.8
Negeri Sembilan,1/1/2023,both,55-59,chinese,13.9
Negeri Sembilan,1/1/2023,both,55-59,indian,7.9
Negeri Sembilan,1/1/2023,both,55-59,other_citizen,0.2
Negeri Sembilan,1/1/2023,both,55-59,other_noncitizen,1.1
Negeri Sembilan,1/1/2023,both,60-64,overall,55.6
Negeri Sembilan,1/1/2023,both,60-64,bumi_malay,30.6
Negeri Sembilan,1/1/2023,both,60-64,bumi_other,0.5
Negeri Sembilan,1/1/2023,both,60-64,chinese,15.4
Negeri Sembilan,1/1/2023,both,60-64,indian,7.9
Negeri Sembilan,1/1/2023,both,60-64,other_citizen,0.2
Negeri Sembilan,1/1/2023,both,60-64,other_noncitizen,1
Negeri Sembilan,1/1/2023,both,65-69,overall,39
Negeri Sembilan,1/1/2023,both,65-69,bumi_malay,21.6
Negeri Sembilan,1/1/2023,both,65-69,bumi_other,0.3
Negeri Sembilan,1/1/2023,both,65-69,chinese,11
Negeri Sembilan,1/1/2023,both,65-69,indian,5.3
Negeri Sembilan,1/1/2023,both,65-69,other_citizen,0.1
Negeri Sembilan,1/1/2023,both,65-69,other_noncitizen,0.7
Negeri Sembilan,1/1/2023,both,70-74,overall,28.1
Negeri Sembilan,1/1/2023,both,70-74,bumi_malay,14.6
Negeri Sembilan,1/1/2023,both,70-74,bumi_other,0.2
Negeri Sembilan,1/1/2023,both,70-74,chinese,9
Negeri Sembilan,1/1/2023,both,70-74,indian,3.8
Negeri Sembilan,1/1/2023,both,70-74,other_citizen,0.1
Negeri Sembilan,1/1/2023,both,70-74,other_noncitizen,0.4
Negeri Sembilan,1/1/2023,both,75-79,overall,13.6
Negeri Sembilan,1/1/2023,both,75-79,bumi_malay,6.2
Negeri Sembilan,1/1/2023,both,75-79,bumi_other,0.1
Negeri Sembilan,1/1/2023,both,75-79,chinese,5.1
Negeri Sembilan,1/1/2023,both,75-79,indian,1.9
Negeri Sembilan,1/1/2023,both,75-79,other_citizen,0
Negeri Sembilan,1/1/2023,both,75-79,other_noncitizen,0.3
Negeri Sembilan,1/1/2023,both,80-84,overall,7.6
Negeri Sembilan,1/1/2023,both,80-84,bumi_malay,3
Negeri Sembilan,1/1/2023,both,80-84,bumi_other,0.1
Negeri Sembilan,1/1/2023,both,80-84,chinese,3.2
Negeri Sembilan,1/1/2023,both,80-84,indian,1
Negeri Sembilan,1/1/2023,both,80-84,other_citizen,0
Negeri Sembilan,1/1/2023,both,80-84,other_noncitizen,0.2
Negeri Sembilan,1/1/2023,both,85+,overall,2.7
Negeri Sembilan,1/1/2023,both,85+,bumi_malay,0.9
Negeri Sembilan,1/1/2023,both,85+,bumi_other,0
Negeri Sembilan,1/1/2023,both,85+,chinese,1.2
Negeri Sembilan,1/1/2023,both,85+,indian,0.5
Negeri Sembilan,1/1/2023,both,85+,other_citizen,0
